hsa-let-7a-1,Gene_1
hsa-mir-1296,Gene_1668
hsa-mir-1297,Gene_1669
hsa-mir-1298,Gene_1670
hsa-mir-1299,Gene_1671
hsa-mir-1301,Gene_1672
hsa-mir-1302-1,Gene_1673
hsa-mir-1302-10,Gene_1674
hsa-mir-1302-11,Gene_1675
hsa-mir-1302-2,Gene_1676
hsa-mir-1302-3,Gene_1677
hsa-mir-1302-4,Gene_1678
hsa-mir-1302-5,Gene_1679
hsa-mir-1302-6,Gene_1680
hsa-mir-1302-7,Gene_1681
hsa-mir-1302-8,Gene_1682
hsa-mir-1302-9,Gene_1683
hsa-mir-1303,Gene_1684
hsa-mir-1304,Gene_1685
hsa-mir-1305,Gene_1686
hsa-mir-1306,Gene_1687
hsa-mir-1307,Gene_1688
hsa-mir-130a,Gene_1689
hsa-mir-130b,Gene_1690
hsa-mir-132,Gene_1691
hsa-mir-1321,Gene_1692
hsa-mir-1322,Gene_1693
hsa-mir-1323,Gene_1694
hsa-mir-1324,Gene_1695
hsa-mir-133a-1,Gene_1696
hsa-mir-133a-2,Gene_1697
hsa-mir-133b,Gene_1698
hsa-mir-134,Gene_1699
hsa-mir-1343,Gene_1700
hsa-mir-135a-1,Gene_1701
hsa-mir-135a-2,Gene_1702
hsa-mir-135b,Gene_1703
hsa-mir-136,Gene_1704
hsa-mir-137,Gene_1705
hsa-mir-138-1,Gene_1706
hsa-mir-138-2,Gene_1707
hsa-mir-139,Gene_1708
hsa-mir-140,Gene_1709
hsa-mir-141,Gene_1710
hsa-mir-142,Gene_1711
hsa-mir-143,Gene_1712
hsa-mir-144,Gene_1713
hsa-mir-145,Gene_1714
hsa-mir-1468,Gene_1715
hsa-mir-1469,Gene_1716
hsa-mir-146a,Gene_1717
hsa-mir-146b,Gene_1718
hsa-mir-1470,Gene_1719
hsa-mir-1471,Gene_1720
hsa-mir-147a,Gene_1721
hsa-mir-147b,Gene_1722
hsa-mir-148a,Gene_1723
hsa-mir-148b,Gene_1724
hsa-mir-149,Gene_1725
hsa-mir-150,Gene_1726
hsa-mir-151a,Gene_1727
hsa-mir-151b,Gene_1728
hsa-mir-152,Gene_1729
hsa-mir-153-1,Gene_1730
hsa-mir-153-2,Gene_1731
hsa-mir-1537,Gene_1732
hsa-mir-1538,Gene_1733
hsa-mir-1539,Gene_1734
hsa-mir-154,Gene_1735
hsa-mir-155,Gene_1736
hsa-mir-1587,Gene_1737
hsa-mir-15a,Gene_1738
hsa-mir-15b,Gene_1739
hsa-mir-16-1,Gene_1740
hsa-mir-16-2,Gene_1741
hsa-mir-17,Gene_1742
hsa-mir-181a-1,Gene_1743
hsa-mir-181a-2,Gene_1744
hsa-mir-181b-1,Gene_1745
hsa-mir-181b-2,Gene_1746
hsa-mir-181c,Gene_1747
hsa-mir-181d,Gene_1748
hsa-mir-182,Gene_1749
hsa-mir-1825,Gene_1750
hsa-mir-1827,Gene_1751
hsa-mir-183,Gene_1752
hsa-mir-184,Gene_1753
hsa-mir-185,Gene_1754
hsa-mir-186,Gene_1755
hsa-mir-187,Gene_1756
hsa-mir-188,Gene_1757
hsa-mir-18a,Gene_1758
hsa-mir-18b,Gene_1759
hsa-mir-1908,Gene_1760
hsa-mir-1909,Gene_1761
hsa-mir-190a,Gene_1762
hsa-mir-190b,Gene_1763
hsa-mir-191,Gene_1764
hsa-mir-1910,Gene_1765
hsa-mir-1911,Gene_1766
hsa-mir-1912,Gene_1767
hsa-mir-1913,Gene_1768
hsa-mir-1914,Gene_1769
hsa-mir-1915,Gene_1770
hsa-mir-192,Gene_1771
hsa-mir-193a,Gene_1772
hsa-mir-193b,Gene_1773
hsa-mir-194-1,Gene_1774
hsa-mir-194-2,Gene_1775
hsa-mir-195,Gene_1776
hsa-mir-196a-1,Gene_1777
hsa-mir-196a-2,Gene_1778
hsa-mir-196b,Gene_1779
hsa-mir-197,Gene_1780
hsa-mir-1972-1,Gene_1781
hsa-mir-1972-2,Gene_1782
hsa-mir-1973,Gene_1783
hsa-mir-1976,Gene_1784
hsa-mir-198,Gene_1785
hsa-mir-199a-1,Gene_1786
hsa-mir-199a-2,Gene_1787
hsa-mir-199b,Gene_1788
hsa-mir-19a,Gene_1789
hsa-mir-19b-1,Gene_1790
hsa-mir-19b-2,Gene_1791
hsa-mir-200a,Gene_1792
hsa-mir-200b,Gene_1793
hsa-mir-200c,Gene_1794
hsa-mir-202,Gene_1795
hsa-mir-203a,Gene_1796
hsa-mir-203b,Gene_1797
hsa-mir-204,Gene_1798
hsa-mir-205,Gene_1799
hsa-mir-2052,Gene_1800
hsa-mir-2053,Gene_1801
hsa-mir-2054,Gene_1802
hsa-mir-206,Gene_1803
hsa-mir-208a,Gene_1804
hsa-mir-208b,Gene_1805
hsa-mir-20a,Gene_1806
hsa-mir-20b,Gene_1807
hsa-mir-21,Gene_1808
hsa-mir-210,Gene_1809
hsa-mir-211,Gene_1810
hsa-mir-2110,Gene_1811
hsa-mir-2113,Gene_1812
hsa-mir-2114,Gene_1813
hsa-mir-2115,Gene_1814
hsa-mir-2116,Gene_1815
hsa-mir-2117,Gene_1816
hsa-mir-212,Gene_1817
hsa-mir-214,Gene_1818
hsa-mir-215,Gene_1819
hsa-mir-216a,Gene_1820
hsa-mir-216b,Gene_1821
hsa-mir-217,Gene_1822
hsa-mir-218-1,Gene_1823
hsa-mir-218-2,Gene_1824
hsa-mir-219a-1,Gene_1825
hsa-mir-219a-2,Gene_1826
hsa-mir-219b,Gene_1827
hsa-mir-22,Gene_1828
hsa-mir-221,Gene_1829
hsa-mir-222,Gene_1830
hsa-mir-223,Gene_1831
hsa-mir-224,Gene_1832
hsa-mir-2276,Gene_1833
hsa-mir-2277,Gene_1834
hsa-mir-2278,Gene_1835
hsa-mir-2355,Gene_1836
hsa-mir-2392,Gene_1837
hsa-mir-23a,Gene_1838
hsa-mir-23b,Gene_1839
hsa-mir-23c,Gene_1840
hsa-mir-24-1,Gene_1841
hsa-mir-24-2,Gene_1842
hsa-mir-2467,Gene_1843
hsa-mir-25,Gene_1844
hsa-mir-2681,Gene_1845
hsa-mir-2682,Gene_1846
hsa-mir-26a-1,Gene_1847
hsa-mir-26a-2,Gene_1848
hsa-mir-26b,Gene_1849
hsa-mir-27a,Gene_1850
hsa-mir-27b,Gene_1851
hsa-mir-28,Gene_1852
hsa-mir-2861,Gene_1853
hsa-mir-2909,Gene_1854
hsa-mir-296,Gene_1855
hsa-mir-297,Gene_1856
hsa-mir-298,Gene_1857
hsa-mir-299,Gene_1858
hsa-mir-29a,Gene_1859
hsa-mir-29b-1,Gene_1860
hsa-mir-29b-2,Gene_1861
hsa-mir-29c,Gene_1862
hsa-mir-300,Gene_1863
hsa-mir-301a,Gene_1864
hsa-mir-301b,Gene_1865
hsa-mir-302a,Gene_1866
hsa-mir-302b,Gene_1867
hsa-mir-302c,Gene_1868
hsa-mir-302d,Gene_1869
hsa-mir-302e,Gene_1870
hsa-mir-302f,Gene_1871
hsa-mir-3064,Gene_1872
hsa-mir-3065,Gene_1873
hsa-mir-3074,Gene_1874
hsa-mir-30a,Gene_1875
hsa-mir-30b,Gene_1876
hsa-mir-30c-1,Gene_1877
hsa-mir-30c-2,Gene_1878
hsa-mir-30d,Gene_1879
hsa-mir-30e,Gene_1880
hsa-mir-31,Gene_1881
hsa-mir-3115,Gene_1882
hsa-mir-3116-1,Gene_1883
hsa-mir-3116-2,Gene_1884
hsa-mir-3117,Gene_1885
hsa-mir-3118-1,Gene_1886
hsa-mir-3118-2,Gene_1887
hsa-mir-3118-3,Gene_1888
hsa-mir-3118-4,Gene_1889
hsa-mir-3119-1,Gene_1890
hsa-mir-3119-2,Gene_1891
hsa-mir-3120,Gene_1892
hsa-mir-3121,Gene_1893
hsa-mir-3122,Gene_1894
hsa-mir-3123,Gene_1895
hsa-mir-3124,Gene_1896
hsa-mir-3125,Gene_1897
hsa-mir-3126,Gene_1898
hsa-mir-3127,Gene_1899
hsa-mir-3128,Gene_1900
hsa-mir-3129,Gene_1901
hsa-mir-3130-1,Gene_1902
hsa-mir-3130-2,Gene_1903
hsa-mir-3131,Gene_1904
hsa-mir-3132,Gene_1905
hsa-mir-3133,Gene_1906
hsa-mir-3134,Gene_1907
hsa-mir-3135a,Gene_1908
hsa-mir-3135b,Gene_1909
hsa-mir-3136,Gene_1910
hsa-mir-3137,Gene_1911
hsa-mir-3138,Gene_1912
hsa-mir-3139,Gene_1913
hsa-mir-3140,Gene_1914
hsa-mir-3141,Gene_1915
hsa-mir-3142,Gene_1916
hsa-mir-3143,Gene_1917
hsa-mir-3144,Gene_1918
hsa-mir-3145,Gene_1919
hsa-mir-3146,Gene_1920
hsa-mir-3147,Gene_1921
hsa-mir-3148,Gene_1922
hsa-mir-3149,Gene_1923
hsa-mir-3150a,Gene_1924
hsa-mir-3150b,Gene_1925
hsa-mir-3151,Gene_1926
hsa-mir-3152,Gene_1927
hsa-mir-3153,Gene_1928
hsa-mir-3154,Gene_1929
hsa-mir-3155a,Gene_1930
hsa-mir-3155b,Gene_1931
hsa-mir-3156-1,Gene_1932
hsa-mir-3156-2,Gene_1933
hsa-mir-3156-3,Gene_1934
hsa-mir-3157,Gene_1935
hsa-mir-3158-1,Gene_1936
hsa-mir-3158-2,Gene_1937
hsa-mir-3159,Gene_1938
hsa-mir-3160-1,Gene_1939
hsa-mir-3160-2,Gene_1940
hsa-mir-3161,Gene_1941
hsa-mir-3162,Gene_1942
hsa-mir-3163,Gene_1943
hsa-mir-3164,Gene_1944
hsa-mir-3165,Gene_1945
hsa-mir-3166,Gene_1946
hsa-mir-3167,Gene_1947
hsa-mir-3168,Gene_1948
hsa-mir-3169,Gene_1949
hsa-mir-3170,Gene_1950
hsa-mir-3171,Gene_1951
hsa-mir-3173,Gene_1952
hsa-mir-3174,Gene_1953
hsa-mir-3175,Gene_1954
hsa-mir-3176,Gene_1955
hsa-mir-3177,Gene_1956
hsa-mir-3178,Gene_1957
hsa-mir-3179-1,Gene_1958
hsa-mir-3179-2,Gene_1959
hsa-mir-3179-3,Gene_1960
hsa-mir-3179-4,Gene_1961
hsa-mir-3180-1,Gene_1962
hsa-mir-3180-2,Gene_1963
hsa-mir-3180-3,Gene_1964
hsa-mir-3180-4,Gene_1965
hsa-mir-3180-5,Gene_1966
hsa-mir-3181,Gene_1967
hsa-mir-3182,Gene_1968
hsa-mir-3183,Gene_1969
hsa-mir-3184,Gene_1970
hsa-mir-3185,Gene_1971
hsa-mir-3186,Gene_1972
hsa-mir-3187,Gene_1973
hsa-mir-3188,Gene_1974
hsa-mir-3189,Gene_1975
hsa-mir-3190,Gene_1976
hsa-mir-3191,Gene_1977
hsa-mir-3192,Gene_1978
hsa-mir-3193,Gene_1979
hsa-mir-3194,Gene_1980
hsa-mir-3195,Gene_1981
hsa-mir-3196,Gene_1982
hsa-mir-3197,Gene_1983
hsa-mir-3198-1,Gene_1984
hsa-mir-3198-2,Gene_1985
hsa-mir-3199-1,Gene_1986
hsa-mir-3199-2,Gene_1987
hsa-mir-32,Gene_1988
hsa-mir-3200,Gene_1989
hsa-mir-3201,Gene_1990
hsa-mir-3202-1,Gene_1991
hsa-mir-3202-2,Gene_1992
hsa-mir-320a,Gene_1993
hsa-mir-320b-1,Gene_1994
hsa-mir-320b-2,Gene_1995
hsa-mir-320c-1,Gene_1996
hsa-mir-320c-2,Gene_1997
hsa-mir-320d-1,Gene_1998
hsa-mir-320d-2,Gene_1999
hsa-mir-320e,Gene_2000
hsa-mir-323a,Gene_2001
hsa-mir-323b,Gene_2002
hsa-mir-324,Gene_2003
hsa-mir-325,Gene_2004
hsa-mir-326,Gene_2005
hsa-mir-328,Gene_2006
hsa-mir-329-1,Gene_2007
hsa-mir-329-2,Gene_2008
hsa-mir-330,Gene_2009
hsa-mir-331,Gene_2010
hsa-mir-335,Gene_2011
hsa-mir-337,Gene_2012
hsa-mir-338,Gene_2013
hsa-mir-339,Gene_2014
hsa-mir-33a,Gene_2015
hsa-mir-33b,Gene_2016
hsa-mir-340,Gene_2017
hsa-mir-342,Gene_2018
hsa-mir-345,Gene_2019
hsa-mir-346,Gene_2020
hsa-mir-34a,Gene_2021
hsa-mir-34b,Gene_2022
hsa-mir-34c,Gene_2023
hsa-mir-3529,Gene_2024
hsa-mir-3591,Gene_2025
hsa-mir-3605,Gene_2026
hsa-mir-3606,Gene_2027
hsa-mir-3607,Gene_2028
hsa-mir-3609,Gene_2029
hsa-mir-361,Gene_2030
hsa-mir-3610,Gene_2031
hsa-mir-3611,Gene_2032
hsa-mir-3612,Gene_2033
hsa-mir-3613,Gene_2034
hsa-mir-3614,Gene_2035
hsa-mir-3615,Gene_2036
hsa-mir-3616,Gene_2037
hsa-mir-3617,Gene_2038
hsa-mir-3618,Gene_2039
hsa-mir-3619,Gene_2040
hsa-mir-362,Gene_2041
hsa-mir-3620,Gene_2042
hsa-mir-3621,Gene_2043
hsa-mir-3622a,Gene_2044
hsa-mir-3622b,Gene_2045
hsa-mir-363,Gene_2046
hsa-mir-3646,Gene_2047
hsa-mir-3648-1,Gene_2048
hsa-mir-3648-2,Gene_2049
hsa-mir-3649,Gene_2050
hsa-mir-3650,Gene_2051
hsa-mir-3651,Gene_2052
hsa-mir-3652,Gene_2053
hsa-mir-3653,Gene_2054
hsa-mir-3654,Gene_2055
hsa-mir-3655,Gene_2056
hsa-mir-3656,Gene_2057
hsa-mir-3657,Gene_2058
hsa-mir-3658,Gene_2059
hsa-mir-3659,Gene_2060
hsa-mir-365a,Gene_2061
hsa-mir-365b,Gene_2062
hsa-mir-3660,Gene_2063
hsa-mir-3661,Gene_2064
hsa-mir-3662,Gene_2065
hsa-mir-3663,Gene_2066
hsa-mir-3664,Gene_2067
hsa-mir-3665,Gene_2068
hsa-mir-3666,Gene_2069
hsa-mir-3667,Gene_2070
hsa-mir-3668,Gene_2071
hsa-mir-367,Gene_2072
hsa-mir-3670-1,Gene_2073
hsa-mir-3670-2,Gene_2074
hsa-mir-3670-3,Gene_2075
hsa-mir-3670-4,Gene_2076
hsa-mir-3671,Gene_2077
hsa-mir-3672,Gene_2078
hsa-mir-3674,Gene_2079
hsa-mir-3675,Gene_2080
hsa-mir-3677,Gene_2081
hsa-mir-3678,Gene_2082
hsa-mir-3679,Gene_2083
hsa-mir-3680-1,Gene_2084
hsa-mir-3680-2,Gene_2085
hsa-mir-3681,Gene_2086
hsa-mir-3682,Gene_2087
hsa-mir-3683,Gene_2088
hsa-mir-3684,Gene_2089
hsa-mir-3685,Gene_2090
hsa-mir-3686,Gene_2091
hsa-mir-3687-1,Gene_2092
hsa-mir-3687-2,Gene_2093
hsa-mir-3688-1,Gene_2094
hsa-mir-3688-2,Gene_2095
hsa-mir-3689a,Gene_2096
hsa-mir-3689b,Gene_2097
hsa-mir-3689c,Gene_2098
hsa-mir-3689d-1,Gene_2099
hsa-mir-3689d-2,Gene_2100
hsa-mir-3689e,Gene_2101
hsa-mir-3689f,Gene_2102
hsa-mir-369,Gene_2103
hsa-mir-3690-1,Gene_2104
hsa-mir-3690-2,Gene_2105
hsa-mir-3691,Gene_2106
hsa-mir-3692,Gene_2107
hsa-mir-370,Gene_2108
hsa-mir-3713,Gene_2109
hsa-mir-3714,Gene_2110
hsa-mir-371a,Gene_2111
hsa-mir-371b,Gene_2112
hsa-mir-372,Gene_2113
hsa-mir-373,Gene_2114
hsa-mir-374a,Gene_2115
hsa-mir-374b,Gene_2116
hsa-mir-374c,Gene_2117
hsa-mir-375,Gene_2118
hsa-mir-376a-1,Gene_2119
hsa-mir-376a-2,Gene_2120
hsa-mir-376b,Gene_2121
hsa-mir-376c,Gene_2122
hsa-mir-377,Gene_2123
hsa-mir-378a,Gene_2124
hsa-mir-378b,Gene_2125
hsa-mir-378c,Gene_2126
hsa-mir-378d-1,Gene_2127
hsa-mir-378d-2,Gene_2128
hsa-mir-378e,Gene_2129
hsa-mir-378f,Gene_2130
hsa-mir-378g,Gene_2131
hsa-mir-378h,Gene_2132
hsa-mir-378i,Gene_2133
hsa-mir-378j,Gene_2134
hsa-mir-379,Gene_2135
hsa-mir-380,Gene_2136
hsa-mir-381,Gene_2137
hsa-mir-382,Gene_2138
hsa-mir-383,Gene_2139
hsa-mir-384,Gene_2140
hsa-mir-3907,Gene_2141
hsa-mir-3908,Gene_2142
hsa-mir-3909,Gene_2143
hsa-mir-3910-1,Gene_2144
hsa-mir-3910-2,Gene_2145
hsa-mir-3911,Gene_2146
hsa-mir-3912,Gene_2147
hsa-mir-3913-1,Gene_2148
hsa-mir-3913-2,Gene_2149
hsa-mir-3914-1,Gene_2150
hsa-mir-3914-2,Gene_2151
hsa-mir-3915,Gene_2152
hsa-mir-3916,Gene_2153
hsa-mir-3917,Gene_2154
hsa-mir-3918,Gene_2155
hsa-mir-3919,Gene_2156
hsa-mir-3920,Gene_2157
hsa-mir-3921,Gene_2158
hsa-mir-3922,Gene_2159
hsa-mir-3923,Gene_2160
hsa-mir-3924,Gene_2161
hsa-mir-3925,Gene_2162
hsa-mir-3926-1,Gene_2163
hsa-mir-3926-2,Gene_2164
hsa-mir-3927,Gene_2165
hsa-mir-3928,Gene_2166
hsa-mir-3929,Gene_2167
hsa-mir-3934,Gene_2168
hsa-mir-3935,Gene_2169
hsa-mir-3936,Gene_2170
hsa-mir-3937,Gene_2171
hsa-mir-3938,Gene_2172
hsa-mir-3939,Gene_2173
hsa-mir-3940,Gene_2174
hsa-mir-3941,Gene_2175
hsa-mir-3942,Gene_2176
hsa-mir-3943,Gene_2177
hsa-mir-3944,Gene_2178
hsa-mir-3945,Gene_2179
hsa-mir-3960,Gene_2180
hsa-mir-3972,Gene_2181
hsa-mir-3973,Gene_2182
hsa-mir-3974,Gene_2183
hsa-mir-3975,Gene_2184
hsa-mir-3976,Gene_2185
hsa-mir-3977,Gene_2186
hsa-mir-3978,Gene_2187
hsa-mir-409,Gene_2188
hsa-mir-410,Gene_2189
hsa-mir-411,Gene_2190
hsa-mir-412,Gene_2191
hsa-mir-421,Gene_2192
hsa-mir-422a,Gene_2193
hsa-mir-423,Gene_2194
hsa-mir-424,Gene_2195
hsa-mir-425,Gene_2196
hsa-mir-4251,Gene_2197
hsa-mir-4252,Gene_2198
hsa-mir-4253,Gene_2199
hsa-mir-4254,Gene_2200
hsa-mir-4255,Gene_2201
hsa-mir-4256,Gene_2202
hsa-mir-4257,Gene_2203
hsa-mir-4258,Gene_2204
hsa-mir-4259,Gene_2205
hsa-mir-4260,Gene_2206
hsa-mir-4261,Gene_2207
hsa-mir-4262,Gene_2208
hsa-mir-4263,Gene_2209
hsa-mir-4264,Gene_2210
hsa-mir-4265,Gene_2211
hsa-mir-4266,Gene_2212
hsa-mir-4267,Gene_2213
hsa-mir-4268,Gene_2214
hsa-mir-4269,Gene_2215
hsa-mir-4270,Gene_2216
hsa-mir-4271,Gene_2217
hsa-mir-4272,Gene_2218
hsa-mir-4273,Gene_2219
hsa-mir-4274,Gene_2220
hsa-mir-4275,Gene_2221
hsa-mir-4276,Gene_2222
hsa-mir-4277,Gene_2223
hsa-mir-4278,Gene_2224
hsa-mir-4279,Gene_2225
hsa-mir-4280,Gene_2226
hsa-mir-4281,Gene_2227
hsa-mir-4282,Gene_2228
hsa-mir-4283-1,Gene_2229
hsa-mir-4283-2,Gene_2230
hsa-mir-4284,Gene_2231
hsa-mir-4285,Gene_2232
hsa-mir-4286,Gene_2233
hsa-mir-4287,Gene_2234
hsa-mir-4288,Gene_2235
hsa-mir-4289,Gene_2236
hsa-mir-429,Gene_2237
hsa-mir-4290,Gene_2238
hsa-mir-4291,Gene_2239
hsa-mir-4292,Gene_2240
hsa-mir-4293,Gene_2241
hsa-mir-4294,Gene_2242
hsa-mir-4295,Gene_2243
hsa-mir-4296,Gene_2244
hsa-mir-4297,Gene_2245
hsa-mir-4298,Gene_2246
hsa-mir-4299,Gene_2247
hsa-mir-4300,Gene_2248
hsa-mir-4301,Gene_2249
hsa-mir-4302,Gene_2250
hsa-mir-4303,Gene_2251
hsa-mir-4304,Gene_2252
hsa-mir-4305,Gene_2253
hsa-mir-4306,Gene_2254
hsa-mir-4307,Gene_2255
hsa-mir-4308,Gene_2256
hsa-mir-4309,Gene_2257
hsa-mir-431,Gene_2258
hsa-mir-4310,Gene_2259
hsa-mir-4311,Gene_2260
hsa-mir-4312,Gene_2261
hsa-mir-4313,Gene_2262
hsa-mir-4314,Gene_2263
hsa-mir-4315-1,Gene_2264
hsa-mir-4315-2,Gene_2265
hsa-mir-4316,Gene_2266
hsa-mir-4317,Gene_2267
hsa-mir-4318,Gene_2268
hsa-mir-4319,Gene_2269
hsa-mir-432,Gene_2270
hsa-mir-4320,Gene_2271
hsa-mir-4321,Gene_2272
hsa-mir-4322,Gene_2273
hsa-mir-4323,Gene_2274
hsa-mir-4324,Gene_2275
hsa-mir-4325,Gene_2276
hsa-mir-4326,Gene_2277
hsa-mir-4327,Gene_2278
hsa-mir-4328,Gene_2279
hsa-mir-4329,Gene_2280
hsa-mir-433,Gene_2281
hsa-mir-4330,Gene_2282
hsa-mir-4417,Gene_2283
hsa-mir-4418,Gene_2284
hsa-mir-4419a,Gene_2285
hsa-mir-4419b,Gene_2286
hsa-mir-4420,Gene_2287
hsa-mir-4421,Gene_2288
hsa-mir-4422,Gene_2289
hsa-mir-4423,Gene_2290
hsa-mir-4424,Gene_2291
hsa-mir-4425,Gene_2292
hsa-mir-4426,Gene_2293
hsa-mir-4427,Gene_2294
hsa-mir-4428,Gene_2295
hsa-mir-4429,Gene_2296
hsa-mir-4430,Gene_2297
hsa-mir-4431,Gene_2298
hsa-mir-4432,Gene_2299
hsa-mir-4433a,Gene_2300
hsa-mir-4433b,Gene_2301
hsa-mir-4434,Gene_2302
hsa-mir-4435-1,Gene_2303
hsa-mir-4435-2,Gene_2304
hsa-mir-4436a,Gene_2305
hsa-mir-4436b-1,Gene_2306
hsa-mir-4436b-2,Gene_2307
hsa-mir-4437,Gene_2308
hsa-mir-4438,Gene_2309
hsa-mir-4439,Gene_2310
hsa-mir-4440,Gene_2311
hsa-mir-4441,Gene_2312
hsa-mir-4442,Gene_2313
hsa-mir-4443,Gene_2314
hsa-mir-4444-1,Gene_2315
hsa-mir-4444-2,Gene_2316
hsa-mir-4445,Gene_2317
hsa-mir-4446,Gene_2318
hsa-mir-4447,Gene_2319
hsa-mir-4448,Gene_2320
hsa-mir-4449,Gene_2321
hsa-mir-4450,Gene_2322
hsa-mir-4451,Gene_2323
hsa-mir-4452,Gene_2324
hsa-mir-4453,Gene_2325
hsa-mir-4454,Gene_2326
hsa-mir-4455,Gene_2327
hsa-mir-4456,Gene_2328
hsa-mir-4457,Gene_2329
hsa-mir-4458,Gene_2330
hsa-mir-4459,Gene_2331
hsa-mir-4460,Gene_2332
hsa-mir-4461,Gene_2333
hsa-mir-4462,Gene_2334
hsa-mir-4463,Gene_2335
hsa-mir-4464,Gene_2336
hsa-mir-4465,Gene_2337
hsa-mir-4466,Gene_2338
hsa-mir-4467,Gene_2339
hsa-mir-4468,Gene_2340
hsa-mir-4469,Gene_2341
hsa-mir-4470,Gene_2342
hsa-mir-4471,Gene_2343
hsa-mir-4472-1,Gene_2344
hsa-mir-4472-2,Gene_2345
hsa-mir-4473,Gene_2346
hsa-mir-4474,Gene_2347
hsa-mir-4475,Gene_2348
hsa-mir-4476,Gene_2349
hsa-mir-4477a,Gene_2350
hsa-mir-4477b,Gene_2351
hsa-mir-4478,Gene_2352
hsa-mir-4479,Gene_2353
hsa-mir-448,Gene_2354
hsa-mir-4480,Gene_2355
hsa-mir-4481,Gene_2356
hsa-mir-4482,Gene_2357
hsa-mir-4483,Gene_2358
hsa-mir-4484,Gene_2359
hsa-mir-4485,Gene_2360
hsa-mir-4486,Gene_2361
hsa-mir-4487,Gene_2362
hsa-mir-4488,Gene_2363
hsa-mir-4489,Gene_2364
hsa-mir-4490,Gene_2365
hsa-mir-4491,Gene_2366
hsa-mir-4492,Gene_2367
hsa-mir-4493,Gene_2368
hsa-mir-4494,Gene_2369
hsa-mir-4495,Gene_2370
hsa-mir-4496,Gene_2371
hsa-mir-4497,Gene_2372
hsa-mir-4498,Gene_2373
hsa-mir-4499,Gene_2374
hsa-mir-449a,Gene_2375
hsa-mir-449b,Gene_2376
hsa-mir-449c,Gene_2377
hsa-mir-4500,Gene_2378
hsa-mir-4501,Gene_2379
hsa-mir-4502,Gene_2380
hsa-mir-4503,Gene_2381
hsa-mir-4504,Gene_2382
hsa-mir-4505,Gene_2383
hsa-mir-4506,Gene_2384
hsa-mir-4507,Gene_2385
hsa-mir-4508,Gene_2386
hsa-mir-4509-1,Gene_2387
hsa-mir-4509-2,Gene_2388
hsa-mir-4509-3,Gene_2389
hsa-mir-450a-1,Gene_2390
hsa-mir-450a-2,Gene_2391
hsa-mir-450b,Gene_2392
hsa-mir-4510,Gene_2393
hsa-mir-4511,Gene_2394
hsa-mir-4512,Gene_2395
hsa-mir-4513,Gene_2396
hsa-mir-4514,Gene_2397
hsa-mir-4515,Gene_2398
hsa-mir-4516,Gene_2399
hsa-mir-4517,Gene_2400
hsa-mir-4518,Gene_2401
hsa-mir-4519,Gene_2402
hsa-mir-451a,Gene_2403
hsa-mir-451b,Gene_2404
hsa-mir-452,Gene_2405
hsa-mir-4520-1,Gene_2406
hsa-mir-4520-2,Gene_2407
hsa-mir-4521,Gene_2408
hsa-mir-4522,Gene_2409
hsa-mir-4523,Gene_2410
hsa-mir-4524a,Gene_2411
hsa-mir-4524b,Gene_2412
hsa-mir-4525,Gene_2413
hsa-mir-4526,Gene_2414
hsa-mir-4527,Gene_2415
hsa-mir-4528,Gene_2416
hsa-mir-4529,Gene_2417
hsa-mir-4530,Gene_2418
hsa-mir-4531,Gene_2419
hsa-mir-4532,Gene_2420
hsa-mir-4533,Gene_2421
hsa-mir-4534,Gene_2422
hsa-mir-4535,Gene_2423
hsa-mir-4536-1,Gene_2424
hsa-mir-4536-2,Gene_2425
hsa-mir-4537,Gene_2426
hsa-mir-4538,Gene_2427
hsa-mir-4539,Gene_2428
hsa-mir-454,Gene_2429
hsa-mir-4540,Gene_2430
hsa-mir-455,Gene_2431
hsa-mir-4632,Gene_2432
hsa-mir-4633,Gene_2433
hsa-mir-4634,Gene_2434
hsa-mir-4635,Gene_2435
hsa-mir-4636,Gene_2436
hsa-mir-4637,Gene_2437
hsa-mir-4638,Gene_2438
hsa-mir-4639,Gene_2439
hsa-mir-4640,Gene_2440
hsa-mir-4641,Gene_2441
hsa-mir-4642,Gene_2442
hsa-mir-4643,Gene_2443
hsa-mir-4644,Gene_2444
hsa-mir-4645,Gene_2445
hsa-mir-4646,Gene_2446
hsa-mir-4647,Gene_2447
hsa-mir-4648,Gene_2448
hsa-mir-4649,Gene_2449
hsa-mir-4650-1,Gene_2450
hsa-mir-4650-2,Gene_2451
hsa-mir-4651,Gene_2452
hsa-mir-4652,Gene_2453
hsa-mir-4653,Gene_2454
hsa-mir-4654,Gene_2455
hsa-mir-4655,Gene_2456
hsa-mir-4656,Gene_2457
hsa-mir-4657,Gene_2458
hsa-mir-4658,Gene_2459
hsa-mir-4659a,Gene_2460
hsa-mir-4659b,Gene_2461
hsa-mir-466,Gene_2462
hsa-mir-4660,Gene_2463
hsa-mir-4661,Gene_2464
hsa-mir-4662a,Gene_2465
hsa-mir-4662b,Gene_2466
hsa-mir-4663,Gene_2467
hsa-mir-4664,Gene_2468
hsa-mir-4665,Gene_2469
hsa-mir-4666a,Gene_2470
hsa-mir-4666b,Gene_2471
hsa-mir-4667,Gene_2472
hsa-mir-4668,Gene_2473
hsa-mir-4669,Gene_2474
hsa-mir-4670,Gene_2475
hsa-mir-4671,Gene_2476
hsa-mir-4672,Gene_2477
hsa-mir-4673,Gene_2478
