Gene_1,"['hsa-let-7a-1', 'hsa-mir-31']"
Gene_2569,"['hsa-mir-4264', 'hsa-mir-6734', 'hsa-mir-4764']"
Gene_2570,"['hsa-mir-4265', 'hsa-mir-6733', 'hsa-mir-4765']"
Gene_2571,"['hsa-mir-4266', 'hsa-mir-6732', 'hsa-mir-4766']"
Gene_2572,"['hsa-mir-4267', 'hsa-mir-6731', 'hsa-mir-4767']"
Gene_2573,"['hsa-mir-4268', 'hsa-mir-6730', 'hsa-mir-4768']"
Gene_2574,"['hsa-mir-4269', 'hsa-mir-6729', 'hsa-mir-4769']"
Gene_2575,"['hsa-mir-4270', 'hsa-mir-6728', 'hsa-mir-4770']"
Gene_2576,"['hsa-mir-4271', 'hsa-mir-6727', 'hsa-mir-4771-1']"
Gene_2577,"['hsa-mir-4272', 'hsa-mir-6726', 'hsa-mir-4771-2']"
Gene_2578,"['hsa-mir-4273', 'hsa-mir-6724-4', 'hsa-mir-4772']"
Gene_2579,"['hsa-mir-4274', 'hsa-mir-6724-3', 'hsa-mir-4773-1']"
Gene_2580,"['hsa-mir-4275', 'hsa-mir-6724-2', 'hsa-mir-4773-2']"
Gene_2581,"['hsa-mir-4276', 'hsa-mir-6724-1', 'hsa-mir-4774']"
Gene_2582,"['hsa-mir-4277', 'hsa-mir-6723', 'hsa-mir-4775']"
Gene_2583,"['hsa-mir-4278', 'hsa-mir-6722', 'hsa-mir-4776-1']"
Gene_2584,"['hsa-mir-4279', 'hsa-mir-6721', 'hsa-mir-4776-2']"
Gene_2585,"['hsa-mir-4280', 'hsa-mir-6720', 'hsa-mir-4777']"
Gene_2586,"['hsa-mir-4281', 'hsa-mir-6719', 'hsa-mir-4778']"
Gene_2587,"['hsa-mir-4282', 'hsa-mir-6718', 'hsa-mir-4779']"
Gene_2588,"['hsa-mir-4283-1', 'hsa-mir-6717', 'hsa-mir-4780']"
Gene_2589,"['hsa-mir-4283-2', 'hsa-mir-6716', 'hsa-mir-4781']"
Gene_2590,"['hsa-mir-4284', 'hsa-mir-6715b', 'hsa-mir-4782']"
Gene_2591,"['hsa-mir-4285', 'hsa-mir-6715a', 'hsa-mir-4783']"
Gene_2592,"['hsa-mir-4286', 'hsa-mir-671', 'hsa-mir-4784']"
Gene_2593,"['hsa-mir-4287', 'hsa-mir-670', 'hsa-mir-4785']"
Gene_2594,"['hsa-mir-4288', 'hsa-mir-668', 'hsa-mir-4786']"
Gene_2595,"['hsa-mir-4289', 'hsa-mir-665', 'hsa-mir-4787']"
Gene_2596,"['hsa-mir-429', 'hsa-mir-664b', 'hsa-mir-4788']"
Gene_2597,"['hsa-mir-4290', 'hsa-mir-664a', 'hsa-mir-4789']"
Gene_2598,"['hsa-mir-4291', 'hsa-mir-663b', 'hsa-mir-4790']"
Gene_2599,"['hsa-mir-4292', 'hsa-mir-663a', 'hsa-mir-4791']"
Gene_2600,"['hsa-mir-4293', 'hsa-mir-662', 'hsa-mir-4792']"
Gene_2601,"['hsa-mir-4294', 'hsa-mir-661', 'hsa-mir-4793']"
Gene_2602,"['hsa-mir-4295', 'hsa-mir-660', 'hsa-mir-4794']"
Gene_2603,"['hsa-mir-4296', 'hsa-mir-659', 'hsa-mir-4795']"
Gene_2604,"['hsa-mir-4297', 'hsa-mir-658', 'hsa-mir-4796']"
Gene_2605,"['hsa-mir-4298', 'hsa-mir-657', 'hsa-mir-4797']"
Gene_2606,"['hsa-mir-4299', 'hsa-mir-656', 'hsa-mir-4798']"
Gene_2607,"['hsa-mir-4300', 'hsa-mir-655', 'hsa-mir-4799']"
Gene_2608,"['hsa-mir-4301', 'hsa-mir-654', 'hsa-mir-4800']"
Gene_2609,"['hsa-mir-4302', 'hsa-mir-653', 'hsa-mir-4801']"
Gene_2610,"['hsa-mir-4303', 'hsa-mir-652', 'hsa-mir-4802']"
Gene_2611,"['hsa-mir-4304', 'hsa-mir-6516', 'hsa-mir-4803']"
Gene_2612,"['hsa-mir-4305', 'hsa-mir-6515', 'hsa-mir-4804']"
Gene_2613,"['hsa-mir-4306', 'hsa-mir-6514', 'hsa-mir-483']"
Gene_2614,"['hsa-mir-4307', 'hsa-mir-6513', 'hsa-mir-484']"
Gene_2615,"['hsa-mir-4308', 'hsa-mir-6512', 'hsa-mir-485']"
Gene_2616,"['hsa-mir-4309', 'hsa-mir-6511b-2', 'hsa-mir-486-1']"
Gene_2617,"['hsa-mir-431', 'hsa-mir-6511b-1', 'hsa-mir-486-2']"
Gene_2618,"['hsa-mir-4310', 'hsa-mir-6511a-4', 'hsa-mir-487a']"
Gene_2619,"['hsa-mir-4311', 'hsa-mir-6511a-3', 'hsa-mir-487b']"
Gene_2620,"['hsa-mir-4312', 'hsa-mir-6511a-2', 'hsa-mir-488']"
Gene_2621,"['hsa-mir-4313', 'hsa-mir-6511a-1', 'hsa-mir-489']"
Gene_2622,"['hsa-mir-4314', 'hsa-mir-6510', 'hsa-mir-490']"
Gene_2623,"['hsa-mir-4315-1', 'hsa-mir-651', 'hsa-mir-491']"
Gene_2624,"['hsa-mir-4315-2', 'hsa-mir-6509', 'hsa-mir-492']"
Gene_2625,"['hsa-mir-4316', 'hsa-mir-6508', 'hsa-mir-493']"
Gene_2626,"['hsa-mir-4317', 'hsa-mir-6507', 'hsa-mir-494']"
Gene_2627,"['hsa-mir-4318', 'hsa-mir-6506', 'hsa-mir-495']"
Gene_2628,"['hsa-mir-4319', 'hsa-mir-6505', 'hsa-mir-496']"
Gene_2629,"['hsa-mir-432', 'hsa-mir-6504', 'hsa-mir-497']"
Gene_2630,"['hsa-mir-4320', 'hsa-mir-6503', 'hsa-mir-498']"
Gene_2631,"['hsa-mir-4321', 'hsa-mir-6502', 'hsa-mir-4999']"
Gene_2632,"['hsa-mir-4322', 'hsa-mir-6501', 'hsa-mir-499a']"
Gene_2633,"['hsa-mir-4323', 'hsa-mir-6500', 'hsa-mir-499b']"
Gene_2634,"['hsa-mir-4324', 'hsa-mir-650', 'hsa-mir-5000']"
Gene_2635,"['hsa-mir-4325', 'hsa-mir-6499', 'hsa-mir-5001']"
Gene_2636,"['hsa-mir-4326', 'hsa-mir-649', 'hsa-mir-5002']"
Gene_2637,"['hsa-mir-4327', 'hsa-mir-648', 'hsa-mir-5003']"
Gene_2638,"['hsa-mir-4328', 'hsa-mir-647', 'hsa-mir-5004']"
Gene_2639,"['hsa-mir-4329', 'hsa-mir-646', 'hsa-mir-5006']"
Gene_2640,"['hsa-mir-433', 'hsa-mir-645', 'hsa-mir-5007']"
Gene_2641,"['hsa-mir-4330', 'hsa-mir-644a', 'hsa-mir-5008']"
Gene_2642,"['hsa-mir-4417', 'hsa-mir-643', 'hsa-mir-5009']"
Gene_2643,"['hsa-mir-4418', 'hsa-mir-642b', 'hsa-mir-500a']"
Gene_2644,"['hsa-mir-4419a', 'hsa-mir-642a', 'hsa-mir-500b']"
Gene_2645,"['hsa-mir-4419b', 'hsa-mir-641', 'hsa-mir-501']"
Gene_2646,"['hsa-mir-4420', 'hsa-mir-640', 'hsa-mir-5010']"
Gene_2647,"['hsa-mir-4421', 'hsa-mir-639', 'hsa-mir-5011']"
Gene_2648,"['hsa-mir-4422', 'hsa-mir-638', 'hsa-mir-502']"
Gene_2649,"['hsa-mir-4423', 'hsa-mir-637', 'hsa-mir-503']"
Gene_2650,"['hsa-mir-4424', 'hsa-mir-636', 'hsa-mir-504']"
Gene_2651,"['hsa-mir-4425', 'hsa-mir-635', 'hsa-mir-5047']"
Gene_2652,"['hsa-mir-4426', 'hsa-mir-634', 'hsa-mir-505']"
Gene_2653,"['hsa-mir-4427', 'hsa-mir-633', 'hsa-mir-506']"
Gene_2654,"['hsa-mir-4428', 'hsa-mir-632', 'hsa-mir-507']"
Gene_2655,"['hsa-mir-4429', 'hsa-mir-631', 'hsa-mir-508']"
Gene_2656,"['hsa-mir-4430', 'hsa-mir-630', 'hsa-mir-5087']"
Gene_2657,"['hsa-mir-4431', 'hsa-mir-629', 'hsa-mir-5088']"
Gene_2658,"['hsa-mir-4432', 'hsa-mir-628', 'hsa-mir-5089']"
Gene_2659,"['hsa-mir-4433a', 'hsa-mir-627', 'hsa-mir-509-1']"
Gene_2660,"['hsa-mir-4433b', 'hsa-mir-626', 'hsa-mir-509-2']"
Gene_2661,"['hsa-mir-4434', 'hsa-mir-625', 'hsa-mir-509-3']"
Gene_2662,"['hsa-mir-4435-1', 'hsa-mir-624', 'hsa-mir-5090']"
Gene_2663,"['hsa-mir-4435-2', 'hsa-mir-623', 'hsa-mir-5091']"
Gene_2664,"['hsa-mir-4436a', 'hsa-mir-622', 'hsa-mir-5092']"
Gene_2665,"['hsa-mir-4436b-1', 'hsa-mir-621', 'hsa-mir-5093']"
Gene_2666,"['hsa-mir-4436b-2', 'hsa-mir-620', 'hsa-mir-5094']"
Gene_2667,"['hsa-mir-4437', 'hsa-mir-619', 'hsa-mir-5095']"
Gene_2668,"['hsa-mir-4438', 'hsa-mir-618', 'hsa-mir-5096']"
Gene_2669,"['hsa-mir-4439', 'hsa-mir-617', 'hsa-mir-510']"
Gene_2670,"['hsa-mir-4440', 'hsa-mir-6165', 'hsa-mir-5100']"
Gene_2671,"['hsa-mir-4441', 'hsa-mir-616', 'hsa-mir-511']"
Gene_2672,"['hsa-mir-4442', 'hsa-mir-615', 'hsa-mir-512-1']"
Gene_2673,"['hsa-mir-4443', 'hsa-mir-614', 'hsa-mir-512-2']"
Gene_2674,"['hsa-mir-4444-1', 'hsa-mir-6134', 'hsa-mir-513a-1']"
Gene_2675,"['hsa-mir-4444-2', 'hsa-mir-6133', 'hsa-mir-513a-2']"
Gene_2676,"['hsa-mir-4445', 'hsa-mir-6132', 'hsa-mir-513b']"
Gene_2677,"['hsa-mir-4446', 'hsa-mir-6131', 'hsa-mir-513c']"
Gene_2678,"['hsa-mir-4447', 'hsa-mir-6130', 'hsa-mir-514a-1']"
Gene_2679,"['hsa-mir-4448', 'hsa-mir-613', 'hsa-mir-514a-2']"
Gene_2680,"['hsa-mir-4449', 'hsa-mir-6129', 'hsa-mir-514a-3']"
Gene_2681,"['hsa-mir-4450', 'hsa-mir-6128', 'hsa-mir-514b']"
Gene_2682,"['hsa-mir-4451', 'hsa-mir-6127', 'hsa-mir-515-1']"
Gene_2683,"['hsa-mir-4452', 'hsa-mir-6126', 'hsa-mir-515-2']"
Gene_2684,"['hsa-mir-4453', 'hsa-mir-6125', 'hsa-mir-516a-1']"
Gene_2685,"['hsa-mir-4454', 'hsa-mir-6124', 'hsa-mir-516a-2']"
Gene_2686,"['hsa-mir-4455', 'hsa-mir-612', 'hsa-mir-516b-1']"
Gene_2687,"['hsa-mir-4456', 'hsa-mir-611', 'hsa-mir-516b-2']"
Gene_2688,"['hsa-mir-4457', 'hsa-mir-610', 'hsa-mir-517a']"
Gene_2689,"['hsa-mir-4458', 'hsa-mir-6090', 'hsa-mir-517b']"
Gene_2690,"['hsa-mir-4459', 'hsa-mir-609', 'hsa-mir-517c']"
Gene_2691,"['hsa-mir-4460', 'hsa-mir-6089-2', 'hsa-mir-5186']"
Gene_2692,"['hsa-mir-4461', 'hsa-mir-6089-1', 'hsa-mir-5187']"
Gene_2693,"['hsa-mir-4462', 'hsa-mir-6088', 'hsa-mir-5188']"
Gene_2694,"['hsa-mir-4463', 'hsa-mir-6087', 'hsa-mir-5189']"
Gene_2695,"['hsa-mir-4464', 'hsa-mir-6086', 'hsa-mir-518a-1']"
Gene_2696,"['hsa-mir-4465', 'hsa-mir-6085', 'hsa-mir-518a-2']"
Gene_2697,"['hsa-mir-4466', 'hsa-mir-6084', 'hsa-mir-518b']"
Gene_2698,"['hsa-mir-4467', 'hsa-mir-6083', 'hsa-mir-518c']"
Gene_2699,"['hsa-mir-4468', 'hsa-mir-6082', 'hsa-mir-518d']"
Gene_2700,"['hsa-mir-4469', 'hsa-mir-6081', 'hsa-mir-518e']"
Gene_2701,"['hsa-mir-4470', 'hsa-mir-6080', 'hsa-mir-518f']"
Gene_2702,"['hsa-mir-4471', 'hsa-mir-608', 'hsa-mir-5190']"
Gene_2703,"['hsa-mir-4472-1', 'hsa-mir-6079', 'hsa-mir-5191']"
Gene_2704,"['hsa-mir-4472-2', 'hsa-mir-6078', 'hsa-mir-5192']"
Gene_2705,"['hsa-mir-4473', 'hsa-mir-6077', 'hsa-mir-5193']"
Gene_2706,"['hsa-mir-4474', 'hsa-mir-6076', 'hsa-mir-5194']"
Gene_2707,"['hsa-mir-4475', 'hsa-mir-6075', 'hsa-mir-5195']"
Gene_2708,"['hsa-mir-4476', 'hsa-mir-6074', 'hsa-mir-5196']"
Gene_2709,"['hsa-mir-4477a', 'hsa-mir-6073', 'hsa-mir-5197']"
Gene_2710,"['hsa-mir-4477b', 'hsa-mir-6072', 'hsa-mir-519a-1']"
Gene_2711,"['hsa-mir-4478', 'hsa-mir-6071', 'hsa-mir-519a-2']"
Gene_2712,"['hsa-mir-4479', 'hsa-mir-6070', 'hsa-mir-519b']"
Gene_2713,"['hsa-mir-448', 'hsa-mir-607', 'hsa-mir-519c']"
Gene_2714,"['hsa-mir-4480', 'hsa-mir-6069', 'hsa-mir-519d']"
Gene_2715,"['hsa-mir-4481', 'hsa-mir-6068', 'hsa-mir-519e']"
Gene_2716,"['hsa-mir-4482', 'hsa-mir-606', 'hsa-mir-520a']"
Gene_2717,"['hsa-mir-4483', 'hsa-mir-605', 'hsa-mir-520b']"
Gene_2718,"['hsa-mir-4484', 'hsa-mir-604', 'hsa-mir-520c']"
Gene_2719,"['hsa-mir-4485', 'hsa-mir-603', 'hsa-mir-520d']"
Gene_2720,"['hsa-mir-4486', 'hsa-mir-602', 'hsa-mir-520e']"
Gene_2721,"['hsa-mir-4487', 'hsa-mir-601', 'hsa-mir-520f']"
Gene_2722,"['hsa-mir-4488', 'hsa-mir-600', 'hsa-mir-520g']"
Gene_2723,"['hsa-mir-4489', 'hsa-mir-599', 'hsa-mir-520h']"
Gene_2724,"['hsa-mir-4490', 'hsa-mir-598', 'hsa-mir-521-1']"
Gene_2725,"['hsa-mir-4491', 'hsa-mir-597', 'hsa-mir-521-2']"
Gene_2726,"['hsa-mir-4492', 'hsa-mir-596', 'hsa-mir-522']"
Gene_2727,"['hsa-mir-4493', 'hsa-mir-595', 'hsa-mir-523']"
Gene_2728,"['hsa-mir-4494', 'hsa-mir-593', 'hsa-mir-524']"
Gene_2729,"['hsa-mir-4495', 'hsa-mir-592', 'hsa-mir-525']"
Gene_2730,"['hsa-mir-4496', 'hsa-mir-591', 'hsa-mir-526a-1']"
Gene_2731,"['hsa-mir-4497', 'hsa-mir-590', 'hsa-mir-526a-2']"
Gene_2732,"['hsa-mir-4498', 'hsa-mir-589', 'hsa-mir-526b']"
Gene_2733,"['hsa-mir-4499', 'hsa-mir-588', 'hsa-mir-527']"
Gene_2734,"['hsa-mir-449a', 'hsa-mir-587', 'hsa-mir-532']"
Gene_2735,"['hsa-mir-449b', 'hsa-mir-586', 'hsa-mir-539']"
Gene_2736,"['hsa-mir-449c', 'hsa-mir-585', 'hsa-mir-541']"
Gene_2737,"['hsa-mir-4500', 'hsa-mir-584', 'hsa-mir-542']"
Gene_2738,"['hsa-mir-4501', 'hsa-mir-583', 'hsa-mir-543']"
Gene_2739,"['hsa-mir-4502', 'hsa-mir-582', 'hsa-mir-544a']"
Gene_2740,"['hsa-mir-4503', 'hsa-mir-581', 'hsa-mir-544b']"
Gene_2741,"['hsa-mir-4504', 'hsa-mir-580', 'hsa-mir-545']"
Gene_2742,"['hsa-mir-4505', 'hsa-mir-579', 'hsa-mir-548a-1']"
Gene_2743,"['hsa-mir-4506', 'hsa-mir-5787', 'hsa-mir-548a-2']"
Gene_2744,"['hsa-mir-4507', 'hsa-mir-578', 'hsa-mir-548a-3']"
Gene_2745,"['hsa-mir-4508', 'hsa-mir-577', 'hsa-mir-548aa-1']"
Gene_2746,"['hsa-mir-4509-1', 'hsa-mir-576', 'hsa-mir-548aa-2']"
Gene_2747,"['hsa-mir-4509-2', 'hsa-mir-575', 'hsa-mir-548ab']"
Gene_2748,"['hsa-mir-4509-3', 'hsa-mir-574', 'hsa-mir-548ac']"
Gene_2749,"['hsa-mir-450a-1', 'hsa-mir-5739', 'hsa-mir-548ad']"
Gene_2750,"['hsa-mir-450a-2', 'hsa-mir-573', 'hsa-mir-548ae-1']"
Gene_2751,"['hsa-mir-450b', 'hsa-mir-572', 'hsa-mir-548ae-2']"
Gene_2752,"['hsa-mir-4510', 'hsa-mir-571', 'hsa-mir-548ag-1']"
Gene_2753,"['hsa-mir-4511', 'hsa-mir-5708', 'hsa-mir-548ag-2']"
Gene_2754,"['hsa-mir-4512', 'hsa-mir-5707', 'hsa-mir-548ah']"
Gene_2755,"['hsa-mir-4513', 'hsa-mir-5706', 'hsa-mir-548ai']"
Gene_2756,"['hsa-mir-4514', 'hsa-mir-5705', 'hsa-mir-548aj-1']"
Gene_2757,"['hsa-mir-4515', 'hsa-mir-5704', 'hsa-mir-548aj-2']"
Gene_2758,"['hsa-mir-4516', 'hsa-mir-5703', 'hsa-mir-548ak']"
Gene_2759,"['hsa-mir-4517', 'hsa-mir-5702', 'hsa-mir-548al']"
Gene_2760,"['hsa-mir-4518', 'hsa-mir-5701-3', 'hsa-mir-548am']"
Gene_2761,"['hsa-mir-4519', 'hsa-mir-5701-2', 'hsa-mir-548an']"
Gene_2762,"['hsa-mir-451a', 'hsa-mir-5701-1', 'hsa-mir-548ao']"
Gene_2763,"['hsa-mir-451b', 'hsa-mir-5700', 'hsa-mir-548ap']"
Gene_2764,"['hsa-mir-452', 'hsa-mir-570', 'hsa-mir-548aq']"
Gene_2765,"['hsa-mir-4520-1', 'hsa-mir-5699', 'hsa-mir-548ar']"
Gene_2766,"['hsa-mir-4520-2', 'hsa-mir-5698', 'hsa-mir-548as']"
Gene_2767,"['hsa-mir-4521', 'hsa-mir-5697', 'hsa-mir-548at']"
Gene_2768,"['hsa-mir-4522', 'hsa-mir-5696', 'hsa-mir-548au']"
Gene_2769,"['hsa-mir-4523', 'hsa-mir-5695', 'hsa-mir-548av']"
Gene_2770,"['hsa-mir-4524a', 'hsa-mir-5694', 'hsa-mir-548aw']"
Gene_2771,"['hsa-mir-4524b', 'hsa-mir-5693', 'hsa-mir-548ax']"
Gene_2772,"['hsa-mir-4525', 'hsa-mir-5692c-2', 'hsa-mir-548ay']"
Gene_2773,"['hsa-mir-4526', 'hsa-mir-5692c-1', 'hsa-mir-548az']"
Gene_2774,"['hsa-mir-4527', 'hsa-mir-5692b', 'hsa-mir-548b']"
Gene_2775,"['hsa-mir-4528', 'hsa-mir-5692a-2', 'hsa-mir-548ba']"
Gene_2776,"['hsa-mir-4529', 'hsa-mir-5692a-1', 'hsa-mir-548bb']"
Gene_2777,"['hsa-mir-4530', 'hsa-mir-5691', 'hsa-mir-548c']"
Gene_2778,"['hsa-mir-4531', 'hsa-mir-5690', 'hsa-mir-548d-1']"
Gene_2779,"['hsa-mir-4532', 'hsa-mir-569', 'hsa-mir-548d-2']"
Gene_2780,"['hsa-mir-4533', 'hsa-mir-5689', 'hsa-mir-548e']"
Gene_2781,"['hsa-mir-4534', 'hsa-mir-5688', 'hsa-mir-548f-1']"
Gene_2782,"['hsa-mir-4535', 'hsa-mir-5687', 'hsa-mir-548f-2']"
Gene_2783,"['hsa-mir-4536-1', 'hsa-mir-5685', 'hsa-mir-548f-3']"
Gene_2784,"['hsa-mir-4536-2', 'hsa-mir-5684', 'hsa-mir-548f-4']"
Gene_2785,"['hsa-mir-4537', 'hsa-mir-5683', 'hsa-mir-548f-5']"
Gene_2786,"['hsa-mir-4538', 'hsa-mir-5682', 'hsa-mir-548g']"
Gene_2787,"['hsa-mir-4539', 'hsa-mir-5681b', 'hsa-mir-548h-1']"
Gene_2788,"['hsa-mir-454', 'hsa-mir-5681a', 'hsa-mir-548h-2']"
Gene_2789,"['hsa-mir-4540', 'hsa-mir-5680', 'hsa-mir-548h-3']"
Gene_2790,"['hsa-mir-455', 'hsa-mir-568', 'hsa-mir-548h-4']"
Gene_2791,"['hsa-mir-4632', 'hsa-mir-567', 'hsa-mir-548h-5']"
Gene_2792,"['hsa-mir-4633', 'hsa-mir-566', 'hsa-mir-548i-1']"
Gene_2793,"['hsa-mir-4634', 'hsa-mir-564', 'hsa-mir-548i-2']"
Gene_2794,"['hsa-mir-4635', 'hsa-mir-563', 'hsa-mir-548i-3']"
Gene_2795,"['hsa-mir-4636', 'hsa-mir-562', 'hsa-mir-548i-4']"
Gene_2796,"['hsa-mir-4637', 'hsa-mir-561', 'hsa-mir-548j']"
Gene_2797,"['hsa-mir-4638', 'hsa-mir-5591', 'hsa-mir-548k']"
Gene_2798,"['hsa-mir-4639', 'hsa-mir-5590', 'hsa-mir-548l']"
Gene_2799,"['hsa-mir-4640', 'hsa-mir-559', 'hsa-mir-548m']"
Gene_2800,"['hsa-mir-4641', 'hsa-mir-5589', 'hsa-mir-548n']"
Gene_2801,"['hsa-mir-4642', 'hsa-mir-5588', 'hsa-mir-548o']"
Gene_2802,"['hsa-mir-4643', 'hsa-mir-5587', 'hsa-mir-548o-2']"
Gene_2803,"['hsa-mir-4644', 'hsa-mir-5586', 'hsa-mir-548p']"
Gene_2804,"['hsa-mir-4645', 'hsa-mir-5585', 'hsa-mir-548q']"
Gene_2805,"['hsa-mir-4646', 'hsa-mir-5584', 'hsa-mir-548s']"
Gene_2806,"['hsa-mir-4647', 'hsa-mir-5583-2', 'hsa-mir-548t']"
Gene_2807,"['hsa-mir-4648', 'hsa-mir-5583-1', 'hsa-mir-548u']"
Gene_2808,"['hsa-mir-4649', 'hsa-mir-5582', 'hsa-mir-548v']"
Gene_2809,"['hsa-mir-4650-1', 'hsa-mir-5581', 'hsa-mir-548w']"
Gene_2810,"['hsa-mir-4650-2', 'hsa-mir-5580', 'hsa-mir-548x']"
Gene_2811,"['hsa-mir-4651', 'hsa-mir-558', 'hsa-mir-548x-2']"
Gene_2812,"['hsa-mir-4652', 'hsa-mir-5579', 'hsa-mir-548y']"
Gene_2813,"['hsa-mir-4653', 'hsa-mir-5572', 'hsa-mir-548z']"
Gene_2814,"['hsa-mir-4654', 'hsa-mir-5571', 'hsa-mir-549a']"
Gene_2815,"['hsa-mir-4655', 'hsa-mir-557', 'hsa-mir-550a-1']"
Gene_2816,"['hsa-mir-4656', 'hsa-mir-556', 'hsa-mir-550a-2']"
Gene_2817,"['hsa-mir-4657', 'hsa-mir-555', 'hsa-mir-550a-3']"
Gene_2818,"['hsa-mir-4658', 'hsa-mir-554', 'hsa-mir-550b-1']"
Gene_2819,"['hsa-mir-4659a', 'hsa-mir-553', 'hsa-mir-550b-2']"
Gene_2820,"['hsa-mir-4659b', 'hsa-mir-552', 'hsa-mir-551a']"
Gene_2821,"['hsa-mir-466', 'hsa-mir-551b', 'hsa-mir-551b']"
Gene_2822,"['hsa-mir-4660', 'hsa-mir-551a', 'hsa-mir-552']"
Gene_2823,"['hsa-mir-4661', 'hsa-mir-550b-2', 'hsa-mir-553']"
Gene_2824,"['hsa-mir-4662a', 'hsa-mir-550b-1', 'hsa-mir-554']"
Gene_2825,"['hsa-mir-4662b', 'hsa-mir-550a-3', 'hsa-mir-555']"
Gene_2826,"['hsa-mir-4663', 'hsa-mir-550a-2', 'hsa-mir-556']"
Gene_2827,"['hsa-mir-4664', 'hsa-mir-550a-1', 'hsa-mir-557']"
Gene_2828,"['hsa-mir-4665', 'hsa-mir-549a', 'hsa-mir-5571']"
Gene_2829,"['hsa-mir-4666a', 'hsa-mir-548z', 'hsa-mir-5572']"
Gene_2830,"['hsa-mir-4666b', 'hsa-mir-548y', 'hsa-mir-5579']"
Gene_2831,"['hsa-mir-4667', 'hsa-mir-548x-2', 'hsa-mir-558']"
Gene_2832,"['hsa-mir-4668', 'hsa-mir-548x', 'hsa-mir-5580']"
Gene_2833,"['hsa-mir-4669', 'hsa-mir-548w', 'hsa-mir-5581']"
Gene_2834,"['hsa-mir-4670', 'hsa-mir-548v', 'hsa-mir-5582']"
Gene_2835,"['hsa-mir-4671', 'hsa-mir-548u', 'hsa-mir-5583-1']"
Gene_2836,"['hsa-mir-4672', 'hsa-mir-548t', 'hsa-mir-5583-2']"
Gene_2837,"['hsa-mir-4673', 'hsa-mir-548s', 'hsa-mir-5584']"
Gene_2838,"['hsa-mir-4674', 'hsa-mir-548q', 'hsa-mir-5585']"
Gene_2839,"['hsa-mir-4675', 'hsa-mir-548p', 'hsa-mir-5586']"
Gene_2840,"['hsa-mir-4676', 'hsa-mir-548o-2', 'hsa-mir-5587']"
Gene_2841,"['hsa-mir-4677', 'hsa-mir-548o', 'hsa-mir-5588']"
Gene_2842,"['hsa-mir-4678', 'hsa-mir-548n', 'hsa-mir-5589']"
Gene_2843,"['hsa-mir-4679-1', 'hsa-mir-548m', 'hsa-mir-559']"
Gene_2844,"['hsa-mir-4679-2', 'hsa-mir-548l', 'hsa-mir-5590']"
Gene_2845,"['hsa-mir-4680', 'hsa-mir-548k', 'hsa-mir-5591']"
Gene_2846,"['hsa-mir-4681', 'hsa-mir-548j', 'hsa-mir-561']"
Gene_2847,"['hsa-mir-4682', 'hsa-mir-548i-4', 'hsa-mir-562']"
Gene_2848,"['hsa-mir-4683', 'hsa-mir-548i-3', 'hsa-mir-563']"
Gene_2849,"['hsa-mir-4684', 'hsa-mir-548i-2', 'hsa-mir-564']"
Gene_2850,"['hsa-mir-4685', 'hsa-mir-548i-1', 'hsa-mir-566']"
Gene_2851,"['hsa-mir-4686', 'hsa-mir-548h-5', 'hsa-mir-567']"
Gene_2852,"['hsa-mir-4687', 'hsa-mir-548h-4', 'hsa-mir-568']"
Gene_2853,"['hsa-mir-4688', 'hsa-mir-548h-3', 'hsa-mir-5680']"
Gene_2854,"['hsa-mir-4689', 'hsa-mir-548h-2', 'hsa-mir-5681a']"
Gene_2855,"['hsa-mir-4690', 'hsa-mir-548h-1', 'hsa-mir-5681b']"
Gene_2856,"['hsa-mir-4691', 'hsa-mir-548g', 'hsa-mir-5682']"
Gene_2857,"['hsa-mir-4692', 'hsa-mir-548f-5', 'hsa-mir-5683']"
Gene_2858,"['hsa-mir-4693', 'hsa-mir-548f-4', 'hsa-mir-5684']"
Gene_2859,"['hsa-mir-4694', 'hsa-mir-548f-3', 'hsa-mir-5685']"
Gene_2860,"['hsa-mir-4695', 'hsa-mir-548f-2', 'hsa-mir-5687']"
Gene_2861,"['hsa-mir-4696', 'hsa-mir-548f-1', 'hsa-mir-5688']"
Gene_2862,"['hsa-mir-4697', 'hsa-mir-548e', 'hsa-mir-5689']"
Gene_2863,"['hsa-mir-4698', 'hsa-mir-548d-2', 'hsa-mir-569']"
Gene_2864,"['hsa-mir-4699', 'hsa-mir-548d-1', 'hsa-mir-5690']"
Gene_2865,"['hsa-mir-4700', 'hsa-mir-548c', 'hsa-mir-5691']"
Gene_2866,"['hsa-mir-4701', 'hsa-mir-548bb', 'hsa-mir-5692a-1']"
Gene_2867,"['hsa-mir-4703', 'hsa-mir-548ba', 'hsa-mir-5692a-2']"
Gene_2868,"['hsa-mir-4704', 'hsa-mir-548b', 'hsa-mir-5692b']"
Gene_2869,"['hsa-mir-4705', 'hsa-mir-548az', 'hsa-mir-5692c-1']"
Gene_2870,"['hsa-mir-4706', 'hsa-mir-548ay', 'hsa-mir-5692c-2']"
Gene_2871,"['hsa-mir-4707', 'hsa-mir-548ax', 'hsa-mir-5693']"
Gene_2872,"['hsa-mir-4708', 'hsa-mir-548aw', 'hsa-mir-5694']"
Gene_2873,"['hsa-mir-4709', 'hsa-mir-548av', 'hsa-mir-5695']"
Gene_2874,"['hsa-mir-4710', 'hsa-mir-548au', 'hsa-mir-5696']"
